31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,26,17,17,17,17,17,24,31,31,31,26,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,00,01,01,01,01,01,01,01,02,31,08
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,00,08,31,31,31,31,31,31,31,10,02,16
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,00,01,02,31,31,31,31,31,31,31,31,31,31,31,08,08,31,31,31,31,31,31,31,10,10,06
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,08,31,10,31,31,31,31,31,31,31,31,31,31,31,08,08,31,31,31,31,31,31,31,10,10,14
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,16,17,18,31,31,31,31,31,31,31,31,31,31,31,08,08,31,31,31,31,31,31,31,10,10,22
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,08,08,31,31,31,31,31,31,31,10,10,06
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,08,16,17,17,17,31,17,17,17,18,10,14
31,31,31,10,31,31,31,31,31,08,31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,17,17,17,17,31,17,17,17,17,18,22
31,31,31,10,31,31,31,31,31,16,17,17,17,18,31,31,31,31,31,31,31,31,31,00,01,02,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,06
31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,08,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14
31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,17,18,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22
31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,06
31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14
31,31,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22
31,31,31,10,31,31,31,31,31,31,31,31,06,07,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,06
31,31,31,10,31,31,31,31,31,31,31,31,14,15,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14
31,31,31,10,31,31,31,31,31,31,31,31,22,23,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22
